array-read,shm-read,array-write,shm-write
1.011985223,1.019985337,1.188017413,1.252018350
1.015985282,1.019985336,1.047986045,1.096016066
1.011985223,1.023985396,1.043985988,1.100016124
1.011985222,1.019985338,1.043985988,2.903983935
1.019985343,1.023985397,1.043985987,1.100016123
1.011985223,1.019985337,1.047986046,1.100016123
1.015985282,1.015985276,1.043985986,1.100016123
1.011985223,1.023985396,1.039985930,1.100016124
1.015985282,1.011985218,1.043985986,1.108016242
1.011985223,1.019985336,1.043985988,1.000014658
1.011985222,1.011985218,1.043985986,1.039985929
1.011985223,1.019985337,1.043985988,1.039985928
1.015985283,1.019985337,1.043985986,1.039985928
1.015985282,1.023985397,1.043985987,1.039985929
1.015985282,1.023985396,1.039985928,1.039985928
1.011985224,1.023985397,0.956014012,1.039985928
1.007985163,1.023985396,1.043985986,1.035985871
1.015985282,1.023985398,1.039985929,1.043985987
1.015985283,1.019985336,1.043985986,1.039985928
1.011985222,1.019985338,1.043985987,1.039985927
1.011985224,1.023985396,1.043985988,1.039985928
1.011985222,1.019985336,1.043985987,1.035985870
1.015985283,1.019985338,1.043985986,1.039985928
1.011985223,1.019985336,1.043985987,0.960014071
1.011985223,1.023985398,1.043985986,1.039985927
1.015985283,1.019985337,1.043985987,1.043985986
1.011985221,1.019985337,1.043985987,1.039985929
1.011985225,0.976014603,1.043985986,1.039985927
1.011985222,1.023985397,1.043985987,1.039985929
1.011985224,1.011985217,1.043985987,1.039985927
1.015985282,1.019985337,1.032015128,1.039985928
1.007985164,1.023985397,1.084015891,1.039985928
1.015985282,1.023985397,1.080015831,1.039985927
1.011985222,1.019985337,1.080015831,1.035985870
1.015985284,1.019985338,1.084015890,1.039985927
1.011985223,1.023985396,1.080015831,1.039985928
0.984014719,1.019985338,1.080015831,1.043985986
1.007985165,1.019985336,1.084015891,1.035985870
1.015985283,1.019985338,2.919984169,1.039985927
1.011985223,1.015985277,1.084015890,1.039985927
1.007985163,1.019985337,1.084015890,1.035985870
1.011985222,1.015985278,1.084015891,1.039985928
1.011985224,1.019985337,1.084015890,1.039985927
1.015985284,1.019985338,1.084015890,1.035985868
1.007985161,1.015985277,1.084015891,1.039985927
1.015985285,1.019985336,1.084015890,1.039985926
1.007985163,1.019985338,1.080015832,1.039985927
1.015985283,1.023985397,1.080015831,1.039985928
1.011985223,1.023985398,1.084015891,0.960014073
1.015985282,1.027985456,1.080015831,1.039985928
1.015985284,1.023985398,2.919984168,1.039985926
1.011985223,1.019985337,1.084015891,1.039985928
1.011985222,1.019985338,1.084015891,1.039985928
1.011985224,1.019985337,1.080015832,1.035985868
1.019985344,1.015985277,1.080015832,1.039985928
1.015985282,1.023985398,1.084015890,1.039985926
1.019985344,1.023985397,1.080015832,1.039985928
1.015985282,1.019985338,1.084015891,1.035985868
1.015985284,1.023985397,1.084015891,1.039985926
1.019985342,1.023985398,1.084015890,1.039985928
1.015985284,1.019985337,1.084015892,1.039985926
1.011985223,1.023985397,1.084015891,1.039985927
1.011985224,1.023985397,2.919984169,1.035985868
1.015985282,1.019985338,1.084015892,1.039985928
1.015985284,1.023985398,1.080015832,1.035985867
1.015985283,1.019985337,1.084015891,1.039985928
1.011985224,1.019985337,1.084015891,1.039985927
1.015985283,1.023985398,1.080015833,1.039985926
1.015985282,1.023985397,1.080015832,1.039985927
1.015985284,1.023985398,1.080015833,1.039985927
1.015985283,1.023985397,1.080015833,1.039985926
1.011985224,1.023985397,1.084015891,1.043985986
1.015985283,1.019985337,1.080015833,1.039985927
1.019985342,1.019985339,1.080015833,0.960014073
1.007985165,0.976014602,2.919984169,1.039985926
1.019985342,1.023985397,1.084015893,1.039985926
1.011985223,1.019985337,1.084015891,1.039985926
1.011985225,1.023985397,1.080015833,1.039985927
1.015985284,1.023985399,1.080015832,1.039985927
1.015985282,1.015985277,1.080015833,1.039985926
1.015985283,1.019985339,1.084015892,1.039985926
1.015985284,1.023985397,1.080015833,1.039985927
1.011985224,1.019985338,1.080015833,1.039985926
1.019985342,1.019985338,1.080015833,1.039985926
1.011985225,1.019985337,1.080015834,1.039985927
1.015985284,1.023985397,1.080015832,1.043985985
1.015985283,1.019985339,2.915984108,1.043985984
1.015985284,1.023985397,1.084015891,1.039985926
1.015985283,1.023985397,1.080015834,1.035985867
1.015985283,1.019985339,1.084015892,1.039985927
1.011985224,1.023985397,1.080015833,1.039985926
1.015985283,1.023985399,1.084015892,1.039985926
1.015985284,1.019985337,1.080015834,1.035985867
1.015985283,1.019985338,1.084015892,1.039985927
