array-read,shm-read,array-write,shm-write
1.023985293,1.023985284,2.811982285,2.743981270
1.019985234,1.023985284,1.076016046,1.096016343
1.019985233,1.023985284,1.076016046,1.096016344
1.019985234,1.027985344,1.080016105,1.096016344
1.019985234,1.027985345,1.076016046,1.096016343
1.023985293,1.023985284,1.072015985,1.100016405
1.019985233,1.023985284,1.076016044,1.096016343
1.019985234,1.023985286,1.072015986,1.096016344
1.023985294,1.023985284,1.080016106,1.100016403
1.019985233,1.027985345,1.080016105,2.899983596
1.023985295,1.023985284,1.080016105,1.100016403
1.023985293,1.023985284,1.076016046,1.096016344
1.019985234,1.023985284,2.919983896,1.100016403
1.019985233,1.023985285,1.080016106,1.100016404
1.019985234,1.027985344,1.080016105,1.096016344
1.019985235,1.027985345,1.080016106,1.104016463
1.023985293,1.023985285,1.076016045,1.096016344
1.019985233,1.023985284,1.076016046,1.092016284
1.023985295,0.972014655,1.080016105,1.096016344
1.019985234,1.023985284,1.076016046,2.903983656
1.023985293,1.027985345,1.076016045,1.096016343
1.019985233,1.023985285,1.080016105,1.100016405
1.019985235,1.027985344,1.072015987,1.096016344
1.023985293,1.023985285,1.084016165,1.100016403
1.019985235,1.027985345,1.080016105,1.100016403
1.019985234,1.027985345,2.919983895,1.092016285
0.980014767,1.023985284,1.076016046,1.100016403
1.023985295,1.027985345,1.080016106,1.096016344
1.019985233,1.023985285,1.076016045,1.104016463
1.019985233,1.027985345,1.080016105,1.096016344
1.019985235,1.027985345,1.084016165,2.903983656
1.019985233,1.023985285,1.076016046,1.100016404
1.023985295,1.027985345,1.076016046,1.096016344
1.019985233,1.027985345,1.076016046,1.024015270
1.019985235,1.023985284,1.080016104,1.043985744
1.019985233,1.023985285,1.076016046,1.039985684
1.019985234,1.027985345,1.080016105,1.039985684
1.023985294,1.019985225,1.080016106,1.039985685
1.019985235,1.027985345,2.919983895,1.039985683
1.023985294,1.023985285,1.076016046,1.043985744
1.019985234,1.023985284,1.080016106,1.043985744
1.019985234,1.027985346,1.076016045,0.960014315
1.019985234,1.023985285,1.080016105,1.043985743
1.023985294,1.023985284,1.076016046,1.039985684
1.019985235,1.027985346,1.076016046,1.043985744
1.023985293,1.027985345,1.076016046,1.043985743
1.019985234,1.023985285,1.072015986,1.043985744
1.023985295,1.023985285,1.080016105,1.043985744
1.023985294,1.027985344,1.076016046,1.039985685
1.019985235,1.027985346,1.076016045,1.043985743
1.023985294,1.027985345,1.080016106,1.043985744
1.019985234,1.027985345,2.919983894,1.039985684
1.023985294,1.027985346,1.080016105,1.043985743
1.019985234,1.023985285,1.084016165,1.039985685
1.023985295,1.027985345,1.076016045,1.035985624
1.019985235,1.027985346,1.076016046,1.039985684
1.023985295,0.976014715,1.076016046,1.043985744
1.019985234,1.031985406,1.080016106,1.043985744
1.019985235,1.023985285,1.076016046,1.039985684
1.019985234,1.023985285,1.076016045,1.039985684
1.019985235,1.023985285,1.076016046,1.039985684
1.023985294,1.023985284,1.076016046,1.047985804
1.019985235,1.023985285,1.084016165,1.043985742
1.019985233,1.027985346,1.076016046,1.043985744
1.019985234,1.027985347,2.923983954,0.960014315
1.019985235,1.023985284,1.076016045,1.043985744
1.023985294,1.023985285,1.084016165,1.043985743
1.019985235,1.023985285,1.080016106,1.043985744
1.023985295,1.027985346,1.080016105,1.047985803
1.019985234,1.023985285,1.080016106,1.035985624
1.023985295,1.023985286,1.080016107,1.039985684
1.019985234,1.027985346,1.080016104,1.039985685
1.019985235,1.023985284,1.080016106,1.039985683
0.976014706,1.027985347,1.080016106,1.039985683
1.019985234,1.023985284,1.080016104,1.035985626
1.019985235,1.027985346,1.080016107,1.039985683
1.023985295,1.027985347,2.927984015,1.039985685
1.019985235,1.027985345,1.084016166,1.039985684
1.019985234,1.023985285,1.080016105,1.039985683
1.023985294,1.027985345,1.084016166,1.039985685
1.019985235,1.023985285,1.016015151,1.043985742
1.019985235,1.023985286,1.043985744,1.043985744
1.023985294,1.027985346,1.039985685,1.035985625
1.019985235,1.023985287,1.047985803,1.039985683
1.019985234,1.027985344,1.047985802,1.039985686
1.019985236,1.023985286,1.043985744,1.039985683
1.023985294,1.023985286,1.043985743,1.039985683
1.019985234,1.027985346,0.956014255,1.039985684
1.019985236,1.023985284,1.043985744,1.039985685
1.019985234,1.023985286,1.043985743,0.956014256
1.019985234,1.027985346,1.047985802,1.039985684
1.019985235,1.027985346,1.043985745,1.043985744
1.019985235,1.023985286,1.047985802,1.039985683
1.023985295,1.023985286,1.043985744,1.039985683
1.019985235,1.027985346,1.043985744,1.039985684
1.019985234,0.972014655,1.047985802,1.039985685
1.019985235,1.027985346,1.047985805,1.043985744
1.019985235,1.023985286,1.043985744,1.039985684
1.019985234,1.023985286,1.043985743,1.043985744
1.019985236,1.023985286,1.043985742,1.039985683
1.019985234,1.027985345,1.047985805,1.043985744
1.019985235,1.023985287,1.043985744,1.039985684
1.019985235,1.023985286,1.043985742,1.043985744
1.019985234,1.027985345,1.047985804,1.039985683
1.023985295,1.023985286,1.047985803,1.039985684
1.023985296,1.023985285,1.043985744,1.043985744
1.019985234,1.027985346,1.043985743,1.039985683
1.019985235,1.023985286,1.047985803,1.039985683
1.023985296,1.023985286,1.043985744,1.043985745
1.019985234,1.023985286,0.952014198,1.039985683
1.023985295,1.019985226,1.043985745,1.043985744
1.019985236,1.027985345,1.043985743,1.039985683
1.023985295,1.019985226,1.043985743,1.043985745
1.019985234,1.027985348,1.047985804,0.960014317
1.019985236,1.023985285,1.043985744,1.043985744
1.019985235,1.023985286,1.047985803,1.039985683
1.023985295,1.023985285,1.043985743,1.039985684
1.019985235,1.027985348,1.047985803,1.043985745
1.019985235,1.023985286,1.043985744,1.039985683
